         12276741 function calls (11869163 primitive calls) in 10.052 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.033    0.033 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/backends/_backend_tk.py:498(__init__)
    56679    0.020    0.000    0.033    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/geometry/point.py:154(<genexpr>)
        7    0.000    0.000    0.031    0.004 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/backends/_backend_tk.py:584(_Button)
    22904    0.008    0.000    0.030    0.000 {method 'add' of 'set' objects}
      169    0.000    0.000    0.030    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/artist.py:1086(set)
     3430    0.005    0.000    0.030    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/numbers.py:2275(__ge__)
      607    0.000    0.000    0.029    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/geometry/point.py:163(<dictcomp>)
       12    0.000    0.000    0.029    0.002 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axis.py:2298(_get_tick)
       12    0.000    0.000    0.029    0.002 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axis.py:489(__init__)
     12/6    0.000    0.000    0.029    0.005 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/simplify/simplify.py:1394(nsimplify)
        5    0.000    0.000    0.028    0.006 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/tkinter/__init__.py:2350(__init__)
    12044    0.008    0.000    0.028    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/utilities/iterables.py:103(<lambda>)
        6    0.000    0.000    0.028    0.005 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/simplify/simplify.py:1530(_real_to_rational)
    43262    0.027    0.000    0.027    0.000 {built-in method math.frexp}
    28036    0.022    0.000    0.027    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/geometry/point.py:242(__iter__)
    67566    0.026    0.000    0.026    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/logic/boolalg.py:423(<lambda>)
    10458    0.016    0.000    0.025    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/numbers.py:2189(__sub__)
       19    0.001    0.000    0.024    0.001 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axis.py:56(__init__)
   111127    0.024    0.000    0.024    0.000 {built-in method gmpy2.mpz}
        5    0.000    0.000    0.024    0.005 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/combinatorics/polyhedron.py:30(__new__)
     9336    0.009    0.000    0.023    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/mpmath/libmp/libmpf.py:636(mpf_gt)
        8    0.000    0.000    0.023    0.003 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axis.py:815(set_tick_params)
       26    0.000    0.000    0.023    0.001 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/font_manager.py:1252(findfont)
      363    0.001    0.000    0.022    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/combinatorics/permutations.py:1554(__call__)
     3011    0.008    0.000    0.022    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/matrices/matrices.py:1077(<listcomp>)
     9338    0.019    0.000    0.022    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/mpmath/libmp/libmpf.py:850(gmpy_mpf_mul)
     6172    0.004    0.000    0.021    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/matrices/matrices.py:977(<genexpr>)
     6172    0.009    0.000    0.021    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/matrices/matrices.py:1046(<listcomp>)
       75    0.000    0.000    0.021    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/geometry/line.py:1915(slope)
     3016    0.008    0.000    0.020    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/utilities/iterables.py:2053(has_variety)
    18282    0.016    0.000    0.020    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/compatibility.py:319(as_int)
    18066    0.012    0.000    0.020    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/matrices/dense.py:140(<genexpr>)
        7    0.000    0.000    0.019    0.003 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axis.py:2008(_get_tick)
        7    0.000    0.000    0.019    0.003 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axis.py:416(__init__)
        2    0.000    0.000    0.019    0.010 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axes/_base.py:2851(grid)
        4    0.000    0.000    0.019    0.005 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axis.py:1403(grid)
        3    0.000    0.000    0.019    0.006 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/simplify/simplify.py:1485(nsimplify_real)
    20271    0.019    0.000    0.019    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/_weakrefset.py:70(__contains__)
      6/4    0.000    0.000    0.018    0.005 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axis.py:607(__get__)
    33930    0.018    0.000    0.018    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/mpmath/libmp/libmpf.py:677(mpf_abs)
     3927    0.012    0.000    0.018    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/combinatorics/permutations.py:957(_af_new)
        3    0.000    0.000    0.018    0.006 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/parsing/sympy_parser.py:908(parse_expr)
    37786    0.018    0.000    0.018    0.000 {method 'indices' of 'slice' objects}
        1    0.000    0.000    0.017    0.017 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axis.py:2340(_update_label_position)
      619    0.004    0.000    0.017    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/basic.py:415(atoms)
       57    0.001    0.000    0.017    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/sets/sets.py:1751(__new__)
      528    0.001    0.000    0.017    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/inspect.py:2992(bind)
     2932    0.003    0.000    0.017    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/numbers.py:2257(__gt__)
     3086    0.003    0.000    0.017    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/matrices/matrices.py:960(<lambda>)
        1    0.000    0.000    0.017    0.017 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axis.py:2321(_get_tick_boxes_siblings)
    21077    0.010    0.000    0.017    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/matrices/determinant.py:39(<genexpr>)
      528    0.012    0.000    0.017    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/inspect.py:2861(_bind)
     6022    0.008    0.000    0.017    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/matrices/common.py:373(<listcomp>)
        1    0.003    0.003    0.016    0.016 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/font_manager.py:1316(_findfont_cached)
    43275    0.015    0.000    0.015    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/basic.py:682(func)
  550/330    0.002    0.000    0.014    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/compatibility.py:570(ordered)
     7618    0.011    0.000    0.014    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/simplify/simplify.py:1973(dotprodsimp)
     3212    0.006    0.000    0.014    0.000 {built-in method builtins.sorted}
     7159    0.003    0.000    0.013    0.000 {built-in method builtins.next}
    11640    0.008    0.000    0.013    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/numbers.py:2247(__eq__)
    36259    0.013    0.000    0.013    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/matrices/common.py:600(shape)
       57    0.002    0.000    0.013    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/lines.py:269(__init__)
      613    0.009    0.000    0.013    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/basic.py:1076(xreplace)
     9033    0.006    0.000    0.012    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/combinatorics/permutations.py:905(<genexpr>)
        3    0.000    0.000    0.012    0.004 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/parsing/sympy_parser.py:878(stringify_expr)
      274    0.003    0.000    0.012    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/artist.py:972(update)
4350/1454    0.008    0.000    0.012    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/basic.py:494(free_symbols)
      619    0.002    0.000    0.012    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/basic.py:489(<setcomp>)
       12    0.000    0.000    0.012    0.001 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/tokenize.py:492(_tokenize)
       26    0.007    0.000    0.012    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/font_manager.py:1411(get_font)
       46    0.000    0.000    0.012    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/re.py:286(_compile)
        3    0.000    0.000    0.012    0.004 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/tokenize.py:152(_compile)
        3    0.000    0.000    0.012    0.004 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/re.py:231(compile)
     3289    0.002    0.000    0.012    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/basic.py:2036(__next__)
        1    0.000    0.000    0.012    0.012 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/sre_compile.py:557(compile)
       52    0.000    0.000    0.011    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/posixpath.py:391(realpath)
    18516    0.007    0.000    0.010    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/matrices/matrices.py:956(<lambda>)
  784/690    0.002    0.000    0.010    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
      363    0.002    0.000    0.010    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/geometry/polygon.py:126(<listcomp>)
       14    0.000    0.000    0.010    0.001 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axis.py:341(_apply_params)
    21077    0.007    0.000    0.010    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/matrices/determinant.py:40(<genexpr>)
      105    0.004    0.000    0.010    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/facts.py:499(deduce_all_facts)
       52    0.001    0.000    0.010    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/posixpath.py:400(_joinrealpath)
1117/1111    0.003    0.000    0.010    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/decorators.py:89(__sympifyit_wrapper)
    13341    0.007    0.000    0.010    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/combinatorics/permutations.py:1538(__iter__)
      453    0.001    0.000    0.010    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/combinatorics/permutations.py:350(list)
        2    0.000    0.000    0.010    0.005 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axis.py:899(set_clip_path)
        1    0.000    0.000    0.009    0.009 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/tkinter/__init__.py:1887(wm_iconphoto)
    12344    0.005    0.000    0.009    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/matrices/matrices.py:1032(<genexpr>)
    18066    0.009    0.000    0.009    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/matrices/dense.py:138(<genexpr>)
6767/3289    0.006    0.000    0.009    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/basic.py:1992(_preorder_traversal)
    87/53    0.001    0.000    0.009    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/assumptions.py:464(_ask)
       45    0.000    0.000    0.008    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/text.py:127(__init__)
       15    0.000    0.000    0.008    0.001 <frozen importlib._bootstrap_external>:743(get_code)
        1    0.000    0.000    0.008    0.008 /Users/dorukhansergin/Projects/VRTechnical/AutoNavigate/main.py:50(load_yaml)
4350/1454    0.002    0.000    0.008    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/basic.py:507(<listcomp>)
        1    0.000    0.000    0.008    0.008 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/yaml/__init__.py:103(load)
    12044    0.007    0.000    0.008    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/matrices/common.py:367(<genexpr>)
      453    0.003    0.000    0.008    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/combinatorics/permutations.py:381(<listcomp>)
     6022    0.004    0.000    0.008    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/matrices/common.py:374(<listcomp>)
        1    0.000    0.000    0.007    0.007 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/yaml/constructor.py:47(get_single_data)
      453    0.001    0.000    0.007    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/combinatorics/permutations.py:429(__init__)
        1    0.000    0.000    0.007    0.007 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/sre_compile.py:542(_code)
    258/1    0.002    0.000    0.007    0.007 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/sre_compile.py:64(_compile)
     9258    0.004    0.000    0.007    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/matrices/matrices.py:994(<genexpr>)
        1    0.000    0.000    0.007    0.007 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/backends/_backend_tk.py:177(__init__)
        1    0.000    0.000    0.007    0.007 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/yaml/composer.py:29(get_single_node)
        1    0.000    0.000    0.007    0.007 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/yaml/composer.py:50(compose_document)
     49/1    0.000    0.000    0.007    0.007 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/yaml/composer.py:63(compose_node)
      8/1    0.000    0.000    0.007    0.007 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/yaml/composer.py:117(compose_mapping_node)
      380    0.002    0.000    0.007    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/compatibility.py:386(default_sort_key)
